"Slide updated","Slide updated",module,Nwdthemes_Revslider
"Static Global Layers updated","Static Global Layers updated",module,Nwdthemes_Revslider
"Post deleted","Post deleted",module,Nwdthemes_Revslider
"Slide deleted","Slide deleted",module,Nwdthemes_Revslider
"Slide duplicated","Slide duplicated",module,Nwdthemes_Revslider
Success!,Success!,module,Nwdthemes_Revslider
"No valid Slide ID given","No valid Slide ID given",module,Nwdthemes_Revslider
"No valid title given","No valid title given",module,Nwdthemes_Revslider
"Could not save Slide as Template","Could not save Slide as Template",module,Nwdthemes_Revslider
"Slide added to Templates","Slide added to Templates",module,Nwdthemes_Revslider
"Slider CSS saved","Slider CSS saved",module,Nwdthemes_Revslider
"Style name is empty. CSS not saved.","Style name is empty. CSS not saved.",module,Nwdthemes_Revslider
"Style name should start with alphabetic charcter. CSS not saved.","Style name should start with alphabetic charcter. CSS not saved.",module,Nwdthemes_Revslider
"CSS saved","CSS saved",module,Nwdthemes_Revslider
"CSS could not be saved","CSS could not be saved",module,Nwdthemes_Revslider
"Class name renamed","Class name renamed",module,Nwdthemes_Revslider
"Style deleted!","Style deleted!",module,Nwdthemes_Revslider
"Animation saved","Animation saved",module,Nwdthemes_Revslider
"Animation deleted","Animation deleted",module,Nwdthemes_Revslider
"Order updated","Order updated",module,Nwdthemes_Revslider
"Title updated","Title updated",module,Nwdthemes_Revslider
"Slide changed","Slide changed",module,Nwdthemes_Revslider
"Static Slide","Static Slide",module,Nwdthemes_Revslider
"Navigation preset saved/updated","Navigation preset saved/updated",module,Nwdthemes_Revslider
"Preset could not be saved/values are the same","Preset could not be saved/values are the same",module,Nwdthemes_Revslider
"Navigation preset deleted","Navigation preset deleted",module,Nwdthemes_Revslider
"Slide is now the new active Hero Slide","Slide is now the new active Hero Slide",module,Nwdthemes_Revslider
"General settings updated","General settings updated",module,Nwdthemes_Revslider
"Database structure creation/update done","Database structure creation/update done",module,Nwdthemes_Revslider
"Sortby updated","Sortby updated",module,Nwdthemes_Revslider
"All Urls replaced","All Urls replaced",module,Nwdthemes_Revslider
"Settings in all Slides changed","Settings in all Slides changed",module,Nwdthemes_Revslider
"Missing Slide ID!","Missing Slide ID!",module,Nwdthemes_Revslider
"The Purchase Code and the E-Mail address need to be set!","The Purchase Code and the E-Mail address need to be set!",module,Nwdthemes_Revslider
"Purchase Code Successfully Activated","Purchase Code Successfully Activated",module,Nwdthemes_Revslider
"Purchase Code is invalid","Purchase Code is invalid",module,Nwdthemes_Revslider
"Purchase Code Temporary Activated","Purchase Code Temporary Activated",module,Nwdthemes_Revslider
"Purchase Code already registered!","Purchase Code already registered!",module,Nwdthemes_Revslider
"Purchase Code could not be validated","Purchase Code could not be validated",module,Nwdthemes_Revslider
"Successfully removed validation","Successfully removed validation",module,Nwdthemes_Revslider
"Could not remove Validation!","Could not remove Validation!",module,Nwdthemes_Revslider
"Setting Changed!","Setting Changed!",module,Nwdthemes_Revslider
"No ID given","No ID given",module,Nwdthemes_Revslider
"Navigation saved/updated","Navigation saved/updated",module,Nwdthemes_Revslider
"Navigations updated","Navigations updated",module,Nwdthemes_Revslider
"Navigation deleted","Navigation deleted",module,Nwdthemes_Revslider
"Wrong ID given","Wrong ID given",module,Nwdthemes_Revslider
"Successfully fetched Facebook albums","Successfully fetched Facebook albums",module,Nwdthemes_Revslider
"Could not fetch Facebook albums","Could not fetch Facebook albums",module,Nwdthemes_Revslider
"Cleared Albums","Cleared Albums",module,Nwdthemes_Revslider
"Successfully fetched flickr photosets","Successfully fetched flickr photosets",module,Nwdthemes_Revslider
"Could not fetch flickr photosets","Could not fetch flickr photosets",module,Nwdthemes_Revslider
"Cleared Photosets","Cleared Photosets",module,Nwdthemes_Revslider
"No User URL - Could not fetch flickr photosets","No User URL - Could not fetch flickr photosets",module,Nwdthemes_Revslider
"No API KEY - Could not fetch flickr photosets","No API KEY - Could not fetch flickr photosets",module,Nwdthemes_Revslider
"Successfully fetched YouTube playlists","Successfully fetched YouTube playlists",module,Nwdthemes_Revslider
"Could not fetch YouTube playlists","Could not fetch YouTube playlists",module,Nwdthemes_Revslider
"Object could not be loaded","Object could not be loaded",module,Nwdthemes_Revslider
"No Data Received","No Data Received",module,Nwdthemes_Revslider
"Loading Error","Loading Error",module,Nwdthemes_Revslider
"Loading Error: ","Loading Error: ",module,Nwdthemes_Revslider
"Add-On updated.","Add-On updated.",module,Nwdthemes_Revslider
"Failed to update Add-On.","Failed to update Add-On.",module,Nwdthemes_Revslider
Redirecting...,Redirecting...,module,Nwdthemes_Revslider
"Invalid ID","Invalid ID",module,Nwdthemes_Revslider
"Navigation could not be deleted","Navigation could not be deleted",module,Nwdthemes_Revslider
"Can't modify a default preset of default navigations","Can't modify a default preset of default navigations",module,Nwdthemes_Revslider
"Preset handle already exists, please choose a different name","Preset handle already exists, please choose a different name",module,Nwdthemes_Revslider
"Navigation not found, could not add preset","Navigation not found, could not add preset",module,Nwdthemes_Revslider
"Can't delete default preset of default navigations","Can't delete default preset of default navigations",module,Nwdthemes_Revslider
"Preset not found in default navigations","Preset not found in default navigations",module,Nwdthemes_Revslider
"Navigation not found, could not delete preset","Navigation not found, could not delete preset",module,Nwdthemes_Revslider
"Plugin not activated","Plugin not activated",module,Nwdthemes_Revslider
"No data received","No data received",module,Nwdthemes_Revslider
"Error downloading object","Error downloading object",module,Nwdthemes_Revslider
"Add Object Layer","Add Object Layer",module,Nwdthemes_Revslider
"Search for Objects...","Search for Objects...",module,Nwdthemes_Revslider
ALL,ALL,module,Nwdthemes_Revslider
"ALL IMAGES","ALL IMAGES",module,Nwdthemes_Revslider
SVG,SVG,module,Nwdthemes_Revslider
ICON,ICON,module,Nwdthemes_Revslider
PNG,PNG,module,Nwdthemes_Revslider
JPG,JPG,module,Nwdthemes_Revslider
"License Info","License Info",module,Nwdthemes_Revslider
"Update Object Library","Update Object Library",module,Nwdthemes_Revslider
Favorite,Favorite,module,Nwdthemes_Revslider
"All Icons","All Icons",module,Nwdthemes_Revslider
"All PNG","All PNG",module,Nwdthemes_Revslider
"All JPG","All JPG",module,Nwdthemes_Revslider
"All SVG","All SVG",module,Nwdthemes_Revslider
"As Layer","As Layer",module,Nwdthemes_Revslider
"As Slide BG","As Slide BG",module,Nwdthemes_Revslider
"## Custom Animation ##","## Custom Animation ##",module,Nwdthemes_Revslider
"- SPECIAL EFFECTS -","- SPECIAL EFFECTS -",module,Nwdthemes_Revslider
"- VERSION 5.0 ANIMATIONS -","- VERSION 5.0 ANIMATIONS -",module,Nwdthemes_Revslider
"- VERSION 4.0 ANIMATIONS -","- VERSION 4.0 ANIMATIONS -",module,Nwdthemes_Revslider
"- SAVED CUSTOM ANIMATIONS -","- SAVED CUSTOM ANIMATIONS -",module,Nwdthemes_Revslider
"Automatic Reverse","Automatic Reverse",module,Nwdthemes_Revslider
"Loaded Google Fonts","Loaded Google Fonts",module,Nwdthemes_Revslider
"Serif Fonts","Serif Fonts",module,Nwdthemes_Revslider
"Sans-Serif Fonts","Sans-Serif Fonts",module,Nwdthemes_Revslider
"Monospace Fonts","Monospace Fonts",module,Nwdthemes_Revslider
"Google Fonts","Google Fonts",module,Nwdthemes_Revslider
"No write permissions. Can't create zip file: ","No write permissions. Can't create zip file: ",module,Nwdthemes_Revslider
"Wrong request!","Wrong request!",module,Nwdthemes_Revslider
"Using this data is only allowed with a valid licence of the jQuery Slider Revolution Plugin, which can be found at CodeCanyon: http://codecanyon.net/item/slider-revolution-responsive-jquery-plugin/2580848?ref=themepunch","Using this data is only allowed with a valid licence of the jQuery Slider Revolution Plugin, which can be found at CodeCanyon: http://codecanyon.net/item/slider-revolution-responsive-jquery-plugin/2580848?ref=themepunch",module,Nwdthemes_Revslider
"Loading Preview...","Loading Preview...",module,Nwdthemes_Revslider
"Overall Slider Performance","Overall Slider Performance",module,Nwdthemes_Revslider
Slow,Slow,module,Nwdthemes_Revslider
Ok,Ok,module,Nwdthemes_Revslider
Fast,Fast,module,Nwdthemes_Revslider
"Load Speed UMTS:","Load Speed UMTS:",module,Nwdthemes_Revslider
"Load Speed DSL:","Load Speed DSL:",module,Nwdthemes_Revslider
"Load Speed T1:","Load Speed T1:",module,Nwdthemes_Revslider
"Total Slider Size:","Total Slider Size:",module,Nwdthemes_Revslider
"Preloaded Slides Size:","Preloaded Slides Size:",module,Nwdthemes_Revslider
"Need Some Attention","Need Some Attention",module,Nwdthemes_Revslider
"Image Performance","Image Performance",module,Nwdthemes_Revslider
"Images Loaded:","Images Loaded:",module,Nwdthemes_Revslider
"Hide Details","Hide Details",module,Nwdthemes_Revslider
"Show Details","Show Details",module,Nwdthemes_Revslider
extern,extern,module,Nwdthemes_Revslider
missing,missing,module,Nwdthemes_Revslider
"Video Performance","Video Performance",module,Nwdthemes_Revslider
"Videos Loaded (max):","Videos Loaded (max):",module,Nwdthemes_Revslider
Unknown,Unknown,module,Nwdthemes_Revslider
"CSS Performance","CSS Performance",module,Nwdthemes_Revslider
"CSS Loaded:","CSS Loaded:",module,Nwdthemes_Revslider
"Dynamic Styles","Dynamic Styles",module,Nwdthemes_Revslider
"jQuery Performance","jQuery Performance",module,Nwdthemes_Revslider
"jQuery Loaded:","jQuery Loaded:",module,Nwdthemes_Revslider
"Google Fonts Performance","Google Fonts Performance",module,Nwdthemes_Revslider
"Fonts Loaded:","Fonts Loaded:",module,Nwdthemes_Revslider
"Revolution Slider Page","Revolution Slider Page",module,Nwdthemes_Revslider
"No slides found, please add at least one Slide Template to the choosen language.","No slides found, please add at least one Slide Template to the choosen language.",module,Nwdthemes_Revslider
"No slides found, please add some slides","No slides found, please add some slides",module,Nwdthemes_Revslider
"Revolution Slider Error","Revolution Slider Error",module,Nwdthemes_Revslider
"Source must be from Stream","Source must be from Stream",module,Nwdthemes_Revslider
"No file sent.","No file sent.",module,Nwdthemes_Revslider
"Exceeded filesize limit.","Exceeded filesize limit.",module,Nwdthemes_Revslider
"Import file not found!!!","Import file not found!!!",module,Nwdthemes_Revslider
"slider_export.txt does not exist!","slider_export.txt does not exist!",module,Nwdthemes_Revslider
"Please select the correct zip file, checksum failed!","Please select the correct zip file, checksum failed!",module,Nwdthemes_Revslider
"Wrong export slider file format! Please make sure that the uploaded file is either a zip file with a correct slider_export.txt in the root of it or an valid slider_export.txt file.","Wrong export slider file format! Please make sure that the uploaded file is either a zip file with a correct slider_export.txt in the root of it or an valid slider_export.txt file.",module,Nwdthemes_Revslider
" not found!<br>"," not found!<br>",module,Nwdthemes_Revslider
"could not find correct Slide to copy, please try again.","could not find correct Slide to copy, please try again.",module,Nwdthemes_Revslider
"Please install Package first to use this feature","Please install Package first to use this feature",module,Nwdthemes_Revslider
"Slide could not be duplicated","Slide could not be duplicated",module,Nwdthemes_Revslider
"Slide could not be copied","Slide could not be copied",module,Nwdthemes_Revslider
"Failed to load Stream","Failed to load Stream",module,Nwdthemes_Revslider
"Can't write the file into the uploads folder ""basedir' . . '"", please change permissions and try again!","Can't write the file into the uploads folder ""basedir' . . '"", please change permissions and try again!",module,Nwdthemes_Revslider
"Can't write into the uploads folder ""basedir' . . '"", please change permissions and try again!","Can't write into the uploads folder ""basedir' . . '"", please change permissions and try again!",module,Nwdthemes_Revslider
"Setup Notes","Setup Notes",module,Nwdthemes_Revslider
Requirements,Requirements,module,Nwdthemes_Revslider
"Slider Revolution Version","Slider Revolution Version",module,Nwdthemes_Revslider
"Available Version","Available Version",module,Nwdthemes_Revslider
"Install Slider","Install Slider",module,Nwdthemes_Revslider
"Install Slider Pack","Install Slider Pack",module,Nwdthemes_Revslider
"Requirements not met","Requirements not met",module,Nwdthemes_Revslider
"Installed Vers.","Installed Vers.",module,Nwdthemes_Revslider
"Available Vers.","Available Vers.",module,Nwdthemes_Revslider
"Add Slide","Add Slide",module,Nwdthemes_Revslider
"Add Slider","Add Slider",module,Nwdthemes_Revslider
"Add Slider Pack","Add Slider Pack",module,Nwdthemes_Revslider
"Re-Download Slider","Re-Download Slider",module,Nwdthemes_Revslider
"Re-Download Slider Pack","Re-Download Slider Pack",module,Nwdthemes_Revslider
N/A,N/A,module,Nwdthemes_Revslider
New,New,module,Nwdthemes_Revslider
Update,Update,module,Nwdthemes_Revslider
Installed,Installed,module,Nwdthemes_Revslider
"Not Installed","Not Installed",module,Nwdthemes_Revslider
"Local Slide","Local Slide",module,Nwdthemes_Revslider
"User Templates","User Templates",module,Nwdthemes_Revslider
"User Template","User Template",module,Nwdthemes_Revslider
Free,Free,module,Nwdthemes_Revslider
Premium,Premium,module,Nwdthemes_Revslider
"No data could be retrieved from the servers. Please make sure that your website can connect to the themepunch servers.","No data could be retrieved from the servers. Please make sure that your website can connect to the themepunch servers.",module,Nwdthemes_Revslider
"Browse Files...","Browse Files...",module,Nwdthemes_Revslider
"Save Settings","Save Settings",module,Nwdthemes_Revslider
"Include RevSlider libraries globally:","Include RevSlider libraries globally:",module,Nwdthemes_Revslider
"ON - Add CSS and JS Files to all pages. </br>Off - CSS and JS Files will be only loaded on pages specified below and on pages with 'nwdthemes_revslider_default' layout update handle added.","ON - Add CSS and JS Files to all pages. </br>Off - CSS and JS Files will be only loaded on pages specified below and on pages with 'nwdthemes_revslider_default' layout update handle added.",module,Nwdthemes_Revslider
"Pages to include RevSlider libraries:","Pages to include RevSlider libraries:",module,Nwdthemes_Revslider
"Specify the handles or url keys for pages on the front end where slider includes will be included to. Example: cms_page_view,catalog_product_view,about-us","Specify the handles or url keys for pages on the front end where slider includes will be included to. Example: cms_page_view,catalog_product_view,about-us",module,Nwdthemes_Revslider
"Enable Markup Export option:","Enable Markup Export option:",module,Nwdthemes_Revslider
"This will enable the option to export the Slider Markups to copy/paste it directly into websites.","This will enable the option to export the Slider Markups to copy/paste it directly into websites.",module,Nwdthemes_Revslider
"Font Loading URL:","Font Loading URL:",module,Nwdthemes_Revslider
"Insert something in it and it will be used instead of https://fonts.googleapis.com/css?family= (For example: http://fonts.useso.com/css?family= which will also work for chinese visitors)","Insert something in it and it will be used instead of https://fonts.googleapis.com/css?family= (For example: http://fonts.useso.com/css?family= which will also work for chinese visitors)",module,Nwdthemes_Revslider
"Default Settings for Advanced Responsive Grid Sizes:","Default Settings for Advanced Responsive Grid Sizes:",module,Nwdthemes_Revslider
"Desktop Grid Width","Desktop Grid Width",module,Nwdthemes_Revslider
"Notebook Grid Width","Notebook Grid Width",module,Nwdthemes_Revslider
"Tablet Grid Width","Tablet Grid Width",module,Nwdthemes_Revslider
"Mobile Grid Width","Mobile Grid Width",module,Nwdthemes_Revslider
"Define the default Grid Sizes for devices: Desktop, Tablet and Mobile","Define the default Grid Sizes for devices: Desktop, Tablet and Mobile",module,Nwdthemes_Revslider
"Enable Blank Page Creation for Slider Packages:","Enable Blank Page Creation for Slider Packages:",module,Nwdthemes_Revslider
"Enable option to automatically create a Blank Page if a Slider Pack is installed.","Enable option to automatically create a Blank Page if a Slider Pack is installed.",module,Nwdthemes_Revslider
"Enable Blank Page Creation for Single Sliders:","Enable Blank Page Creation for Single Sliders:",module,Nwdthemes_Revslider
"Enable option to automatically create a Blank Page if a Single Slider is installed.","Enable option to automatically create a Blank Page if a Single Slider is installed.",module,Nwdthemes_Revslider
"Please Wait...","Please Wait...",module,Nwdthemes_Revslider
Clear,Clear,module,Nwdthemes_Revslider
"Select Color","Select Color",module,Nwdthemes_Revslider
"Current Color","Current Color",module,Nwdthemes_Revslider
"Ooops... Wrong Purchase Code!","Ooops... Wrong Purchase Code!",module,Nwdthemes_Revslider
"Maybe just a typo? (Click <a target=""_blank"" href=""https://revolution.themepunch.com/direct-customer-benefits/#productactivation"">here</a> to find out how to locate your Slider Revolution purchase code.)","Maybe just a typo? (Click <a target=""_blank"" href=""https://revolution.themepunch.com/direct-customer-benefits/#productactivation"">here</a> to find out how to locate your Slider Revolution purchase code.)",module,Nwdthemes_Revslider
"Make sure to clear all caches!","Make sure to clear all caches!",module,Nwdthemes_Revslider
"Here are the most common cache issues explained.","Here are the most common cache issues explained.",module,Nwdthemes_Revslider
"Plugin Activation Required","Plugin Activation Required",module,Nwdthemes_Revslider
"In order to download the <a target=""_blank"" href=""http://codecanyon.net/item/slider-revolution-responsive-wordpress-plugin/2751380#item-description__update-history"">latest update</a> instantly","In order to download the <a target=""_blank"" href=""http://codecanyon.net/item/slider-revolution-responsive-wordpress-plugin/2751380#item-description__update-history"">latest update</a> instantly",module,Nwdthemes_Revslider
"In order to download from the <a target=""_blank"" href=""https://revolution.themepunch.com/object-library/"">Object Library</a> instantly","In order to download from the <a target=""_blank"" href=""https://revolution.themepunch.com/object-library/"">Object Library</a> instantly",module,Nwdthemes_Revslider
"In order to gain instant access to the entire <a target=""_blank"" href=""https://revolution.themepunch.com/examples/"">Template Library</a>","In order to gain instant access to the entire <a target=""_blank"" href=""https://revolution.themepunch.com/examples/"">Template Library</a>",module,Nwdthemes_Revslider
"Object Library License Information","Object Library License Information",module,Nwdthemes_Revslider
"What you need to know for using Slider Revolution elements in your projects","What you need to know for using Slider Revolution elements in your projects",module,Nwdthemes_Revslider
"If you purchased a theme that bundled Slider Revolution","If you purchased a theme that bundled Slider Revolution",module,Nwdthemes_Revslider
"No activation needed to use to use / create sliders with Slider Revolution","No activation needed to use to use / create sliders with Slider Revolution",module,Nwdthemes_Revslider
"Update manually through your theme","Update manually through your theme",module,Nwdthemes_Revslider
"Access our <a target=""_blank"" class=""rspb_darklink"" href=""https://www.themepunch.com/support-center/#support"">FAQ database</a> and <a target=""_blank"" class=""rspb_darklink"" href=""https://www.youtube.com/playlist?list=PLSCdqDWVMJPPDcH_57CNZvLckoB8cimJF"">video tutorials</a> for help","Access our <a target=""_blank"" class=""rspb_darklink"" href=""https://www.themepunch.com/support-center/#support"">FAQ database</a> and <a target=""_blank"" class=""rspb_darklink"" href=""https://www.youtube.com/playlist?list=PLSCdqDWVMJPPDcH_57CNZvLckoB8cimJF"">video tutorials</a> for help",module,Nwdthemes_Revslider
"Activate Slider Revolution for","Activate Slider Revolution for",module,Nwdthemes_Revslider
"to ...","to ...",module,Nwdthemes_Revslider
"<a target=""_blank"" href=""https://revolution.themepunch.com/direct-customer-benefits/#liveupdates"">Update</a> to the latest version directly from your dashboard","<a target=""_blank"" href=""https://revolution.themepunch.com/direct-customer-benefits/#liveupdates"">Update</a> to the latest version directly from your dashboard",module,Nwdthemes_Revslider
"<a target=""_blank"" href=""https://themepunch.ticksy.com/submit/"">Support</a> ThemePunch ticket desk","<a target=""_blank"" href=""https://themepunch.ticksy.com/submit/"">Support</a> ThemePunch ticket desk",module,Nwdthemes_Revslider
"<a target=""_blank"" href=""https://revolution.themepunch.com/direct-customer-benefits/#addons"">Add-Ons</a> for Slider Revolution","<a target=""_blank"" href=""https://revolution.themepunch.com/direct-customer-benefits/#addons"">Add-Ons</a> for Slider Revolution",module,Nwdthemes_Revslider
"<a target=""_blank"" href=""https://revolution.themepunch.com/examples/"">Library</a> with tons of free premium slider templates","<a target=""_blank"" href=""https://revolution.themepunch.com/examples/"">Library</a> with tons of free premium slider templates",module,Nwdthemes_Revslider
"<a target=""_blank"" href=""https://revolution.themepunch.com/direct-customer-benefits/#objectlibrary"">Object Library</a> with tons of images ready to be used","<a target=""_blank"" href=""https://revolution.themepunch.com/direct-customer-benefits/#objectlibrary"">Object Library</a> with tons of images ready to be used",module,Nwdthemes_Revslider
"GET A PURCHASE CODE","GET A PURCHASE CODE",module,Nwdthemes_Revslider
"Terms of Using SVG Objects from the Object Library","Terms of Using SVG Objects from the Object Library",module,Nwdthemes_Revslider
"Usage only allowed within Slider Revolution Plugin","Usage only allowed within Slider Revolution Plugin",module,Nwdthemes_Revslider
"A variety of sizes and densities can be also downloaded from the <br> <a target=""_blank"" class=""rspb_darklink"" href=""https://github.com/google/material-design-icons"">git repository</a>, making it even easier for developers to customize, share,<br> and re-use outside of Slider Revolution.","A variety of sizes and densities can be also downloaded from the <br> <a target=""_blank"" class=""rspb_darklink"" href=""https://github.com/google/material-design-icons"">git repository</a>, making it even easier for developers to customize, share,<br> and re-use outside of Slider Revolution.",module,Nwdthemes_Revslider
"Licenses via Apache License. Read More at <a target=""_blank"" class=""rspb_darklink"" href=""https://github.com/google/material-design-icons/blob/master/LICENSE"">Google Material Design Icons</a>","Licenses via Apache License. Read More at <a target=""_blank"" class=""rspb_darklink"" href=""https://github.com/google/material-design-icons/blob/master/LICENSE"">Google Material Design Icons</a>",module,Nwdthemes_Revslider
"Terms of Using ICON Objects from the Object Library","Terms of Using ICON Objects from the Object Library",module,Nwdthemes_Revslider
"Please check the listed license files for details about how you can use the ""FontAwesome"" and ""Stroke 7 Icon"" font sets for commercial projects, open source projects, or really just about whatever you want.","Please check the listed license files for details about how you can use the ""FontAwesome"" and ""Stroke 7 Icon"" font sets for commercial projects, open source projects, or really just about whatever you want.",module,Nwdthemes_Revslider
"Please respect all other icon fonts licenses for fonts not included directly into Slider Revolution.","Please respect all other icon fonts licenses for fonts not included directly into Slider Revolution.",module,Nwdthemes_Revslider
"Further License Informations","Further License Informations",module,Nwdthemes_Revslider
"Terms of Using PNG Objects from the Object Library","Terms of Using PNG Objects from the Object Library",module,Nwdthemes_Revslider
"Licenses via extended license and cooperation with<br>author <a target=""_blank"" class=""rspb_darklink"" href=""https://creativemarket.com/Qeaql"">Qeaql</a>","Licenses via extended license and cooperation with<br>author <a target=""_blank"" class=""rspb_darklink"" href=""https://creativemarket.com/Qeaql"">Qeaql</a>",module,Nwdthemes_Revslider
"If you need .psd files for objects, you can purchase it freom the original<br>author <a target=""_blank"" class=""rspb_darklink"" href=""https://creativemarket.com/Qeaql/126175-Scene-creator-Top-view"">here</a>","If you need .psd files for objects, you can purchase it freom the original<br>author <a target=""_blank"" class=""rspb_darklink"" href=""https://creativemarket.com/Qeaql/126175-Scene-creator-Top-view"">here</a>",module,Nwdthemes_Revslider
"Terms of Using JPG Objects from the Object Library","Terms of Using JPG Objects from the Object Library",module,Nwdthemes_Revslider
"The pictures are free for personal and even for commercial use.","The pictures are free for personal and even for commercial use.",module,Nwdthemes_Revslider
"You can modify, copy and distribute the photos. All without asking for permission or setting a link to the source. So, attribution is not required.","You can modify, copy and distribute the photos. All without asking for permission or setting a link to the source. So, attribution is not required.",module,Nwdthemes_Revslider
"The only restriction is that identifiable people may not appear in a bad light or in a way that they may find offensive, unless they give their consent.","The only restriction is that identifiable people may not appear in a bad light or in a way that they may find offensive, unless they give their consent.",module,Nwdthemes_Revslider
"The CC0 license was released by the non-profit organization Creative Commons (CC). Get more information about Creative Commons images and the license on the official license page.","The CC0 license was released by the non-profit organization Creative Commons (CC). Get more information about Creative Commons images and the license on the official license page.",module,Nwdthemes_Revslider
"<a target=""_blank"" class=""rspb_darklink"" href=""http://allthefreestock.com/"">All The Freestock</a> under the License <a target=""_blank"" class=""rspb_darklink"" href=""https://creativecommons.org/publicdomain/zero/1.0/"">CC0 Creative Commons</a>","<a target=""_blank"" class=""rspb_darklink"" href=""http://allthefreestock.com/"">All The Freestock</a> under the License <a target=""_blank"" class=""rspb_darklink"" href=""https://creativecommons.org/publicdomain/zero/1.0/"">CC0 Creative Commons</a>",module,Nwdthemes_Revslider
"Select the Navigation Category to Edit","Select the Navigation Category to Edit",module,Nwdthemes_Revslider
"Add New","Add New",module,Nwdthemes_Revslider
#ID,#ID,module,Nwdthemes_Revslider
"Skin Name","Skin Name",module,Nwdthemes_Revslider
Thumbs,Thumbs,module,Nwdthemes_Revslider
Actions,Actions,module,Nwdthemes_Revslider
Editing,Editing,module,Nwdthemes_Revslider
Remove,Remove,module,Nwdthemes_Revslider
Markup,Markup,module,Nwdthemes_Revslider
Parameters,Parameters,module,Nwdthemes_Revslider
"Slide Title","Slide Title",module,Nwdthemes_Revslider
"Slide Description","Slide Description",module,Nwdthemes_Revslider
"Parameter ","Parameter ",module,Nwdthemes_Revslider
CSS,CSS,module,Nwdthemes_Revslider
"Style Helper","Style Helper",module,Nwdthemes_Revslider
"Color Value","Color Value",module,Nwdthemes_Revslider
Add,Add,module,Nwdthemes_Revslider
"Border Radius","Border Radius",module,Nwdthemes_Revslider
"Top Left","Top Left",module,Nwdthemes_Revslider
"Top Right","Top Right",module,Nwdthemes_Revslider
"Bottom Right","Bottom Right",module,Nwdthemes_Revslider
"Bottom Left","Bottom Left",module,Nwdthemes_Revslider
Border,Border,module,Nwdthemes_Revslider
Top,Top,module,Nwdthemes_Revslider
Right,Right,module,Nwdthemes_Revslider
Bottom,Bottom,module,Nwdthemes_Revslider
Left,Left,module,Nwdthemes_Revslider
Opacity,Opacity,module,Nwdthemes_Revslider
Text-Shadow,Text-Shadow,module,Nwdthemes_Revslider
Angle,Angle,module,Nwdthemes_Revslider
Distance,Distance,module,Nwdthemes_Revslider
Blur,Blur,module,Nwdthemes_Revslider
Box-Shadow,Box-Shadow,module,Nwdthemes_Revslider
"Font Family","Font Family",module,Nwdthemes_Revslider
"Dynamic Values","Dynamic Values",module,Nwdthemes_Revslider
"Live Preview - Hover & Click for test","Live Preview - Hover & Click for test",module,Nwdthemes_Revslider
"Suggested Width:","Suggested Width:",module,Nwdthemes_Revslider
"Suggested Height:","Suggested Height:",module,Nwdthemes_Revslider
"Save All Changes","Save All Changes",module,Nwdthemes_Revslider
View,View,module,Nwdthemes_Revslider
Edit,Edit,module,Nwdthemes_Revslider
Color,Color,module,Nwdthemes_Revslider
Color-RGBA,Color-RGBA,module,Nwdthemes_Revslider
Custom,Custom,module,Nwdthemes_Revslider
"Entry not found","Entry not found",module,Nwdthemes_Revslider
"Delete this Placeholder?","Delete this Placeholder?",module,Nwdthemes_Revslider
"Could not delete, entry not found","Could not delete, entry not found",module,Nwdthemes_Revslider
"Custom Navigations","Custom Navigations",module,Nwdthemes_Revslider
"Default Navigations","Default Navigations",module,Nwdthemes_Revslider
"Wrong Handle","Wrong Handle",module,Nwdthemes_Revslider
"Currently Editing:","Currently Editing:",module,Nwdthemes_Revslider
"Currently Editing a New Dynamic Value","Currently Editing a New Dynamic Value",module,Nwdthemes_Revslider
"Handle already existing","Handle already existing",module,Nwdthemes_Revslider
"Navigation not found","Navigation not found",module,Nwdthemes_Revslider
"Please add a valid handle/title","Please add a valid handle/title",module,Nwdthemes_Revslider
"On Navigation:","On Navigation:",module,Nwdthemes_Revslider
Type:,Type:,module,Nwdthemes_Revslider
"Color RGB","Color RGB",module,Nwdthemes_Revslider
"Color RGBA","Color RGBA",module,Nwdthemes_Revslider
Text/Custom,Text/Custom,module,Nwdthemes_Revslider
Title:,Title:,module,Nwdthemes_Revslider
Handle:,Handle:,module,Nwdthemes_Revslider
"Default Value:","Default Value:",module,Nwdthemes_Revslider
"Install &amp; Configure Add-ons","Install &amp; Configure Add-ons",module,Nwdthemes_Revslider
"Check for new Add-ons","Check for new Add-ons",module,Nwdthemes_Revslider
"Not Active","Not Active",module,Nwdthemes_Revslider
Deactivate,Deactivate,module,Nwdthemes_Revslider
Active,Active,module,Nwdthemes_Revslider
"Add-on locked","Add-on locked",module,Nwdthemes_Revslider
"Installed Version","Installed Version",module,Nwdthemes_Revslider
"Check for Update","Check for Update",module,Nwdthemes_Revslider
"Up to date","Up to date",module,Nwdthemes_Revslider
"Update Now","Update Now",module,Nwdthemes_Revslider
"Install this Add-on","Install this Add-on",module,Nwdthemes_Revslider
"Register Slider Revolution","Register Slider Revolution",module,Nwdthemes_Revslider
"Activate Plugin","Activate Plugin",module,Nwdthemes_Revslider
Help,Help,module,Nwdthemes_Revslider
"All Sliders","All Sliders",module,Nwdthemes_Revslider
"Slide Editor ","Slide Editor ",module,Nwdthemes_Revslider
"Save Slide","Save Slide",module,Nwdthemes_Revslider
"Slider CSS/JS","Slider CSS/JS",module,Nwdthemes_Revslider
Preview,Preview,module,Nwdthemes_Revslider
