"Could not delete, entry not found","Could not delete, entry not found"
"Custom Navigations","Custom Navigations"
"Default Navigations","Default Navigations"
"Wrong Handle","Wrong Handle"
"Currently Editing:","Currently Editing:"
"Currently Editing a New Dynamic Value","Currently Editing a New Dynamic Value"
"Handle already existing","Handle already existing"
"Navigation not found","Navigation not found"
"Please add a valid handle/title","Please add a valid handle/title"
"On Navigation:","On Navigation:"
Type:,Type:
"Color RGB","Color RGB"
"Color RGBA","Color RGBA"
Text/Custom,Text/Custom
Title:,Title:
Handle:,Handle:
"Default Value:","Default Value:"
"Install &amp; Configure Add-ons","Install &amp; Configure Add-ons"
"Check for new Add-ons","Check for new Add-ons"
"Not Active","Not Active"
Deactivate,Deactivate
Active,Active
"Add-on locked","Add-on locked"
"Installed Version","Installed Version"
"Check for Update","Check for Update"
"Up to date","Up to date"
"Update Now","Update Now"
"Install this Add-on","Install this Add-on"
"Register Slider Revolution","Register Slider Revolution"
"Activate Plugin","Activate Plugin"
Help,Help
"All Sliders","All Sliders"
"Slide Editor ","Slide Editor "
"Save Slide","Save Slide"
"Slider CSS/JS","Slider CSS/JS"
Preview,Preview
"<b>Warning!!! </b>The jquery ui javascript include that is loaded by some of the plugins are custom made and not contain needed components like 'autocomplete' or 'draggable' function.
		Without those functions the editor may not work correctly. Please remove those custom jquery ui includes in order the editor will work correctly.","<b>Warning!!! </b>The jquery ui javascript include that is loaded by some of the plugins are custom made and not contain needed components like 'autocomplete' or 'draggable' function.
		Without those functions the editor may not work correctly. Please remove those custom jquery ui includes in order the editor will work correctly."
"Insert Meta","Insert Meta"
Product,Product
Flickr,Flickr
Instagram,Instagram
Twitter,Twitter
Facebook,Facebook
YouTube,YouTube
Vimeo,Vimeo
General,General
Images,Images
"Any custom product attribute","Any custom product attribute"
"Product Name","Product Name"
"Product Price","Product Price"
"Product Special Price","Product Special Price"
"Short Description","Short Description"
Description,Description
"Post content limit by words","Post content limit by words"
"Post content limit by chars","Post content limit by chars"
"Link to view product","Link to view product"
"Add to cart link","Add to cart link"
"Add to wishlist link","Add to wishlist link"
"Product Image URL","Product Image URL"
"Product Image &lt;img /&gt;","Product Image &lt;img /&gt;"
"Post Title","Post Title"
"Post content","Post content"
"The link to the post","The link to the post"
"Date created","Date created"
Username,Username
Views,Views
"Image URL","Image URL"
"Image &lt;img /&gt;","Image &lt;img /&gt;"
Title,Title
Content,Content
Link,Link
"Number of Likes","Number of Likes"
"Number of Comments","Number of Comments"
"Pulbishing Date","Pulbishing Date"
"Retweet Count","Retweet Count"
"Favorite Count","Favorite Count"
"Last Modify Date","Last Modify Date"
Excerpt,Excerpt
"Link to current page","Link to current page"
"Link to Home Page","Link to Home Page"
"Number of Views","Number of Views"
"Advanced CSS","Advanced CSS"
"Edit Idle","Edit Idle"
"Edit Hover","Edit Hover"
"Style from options","Style from options"
"Editable via Option Fields, Saved in the Class:","Editable via Option Fields, Saved in the Class:"
"Additional Custom Styling","Additional Custom Styling"
"Appended in the Class:","Appended in the Class:"
"Save As","Save As"
"Save As:","Save As:"
"Rename CSS","Rename CSS"
"Rename to:","Rename to:"
"Layer Inline CSS","Layer Inline CSS"
"Advanced Custom Styling","Advanced Custom Styling"
"Appended Inline to the Layer Markup","Appended Inline to the Layer Markup"
"Save Under","Save Under"
"Save Under:","Save Under:"
"Rename Animation","Rename Animation"
"Delete this slide?","Delete this slide?"
"Revolution Sliders","Revolution Sliders"
"Sort By:","Sort By:"
"By ID","By ID"
"By Name","By Name"
"By Type","By Type"
"By Favorit","By Favorit"
"Filter By:","Filter By:"
All,All
Products,Products
Gallery,Gallery
"No Sliders Found","No Sliders Found"
"Embed Slider","Embed Slider"
"Standard Embeding","Standard Embeding"
"For the","For the"
"CMS Block or CMS Page content","CMS Block or CMS Page content"
"insert the shortcode:","insert the shortcode:"
"Or use <b>Revolution Slider Widget</b>. In CMS editor click Insert Widget icon or button. Select <b>NWDthemes Slider Revolution</b> widget. In <b>Widget Options</b> select slider you want to insert and click <b>Insert Widget</b> button.","Or use <b>Revolution Slider Widget</b>. In CMS editor click Insert Widget icon or button. Select <b>NWDthemes Slider Revolution</b> widget. In <b>Widget Options</b> select slider you want to insert and click <b>Insert Widget</b> button."
"To create Revolution Slider","To create Revolution Slider"
"Widget Instance","Widget Instance"
"go to","go to"
"Content > Widgets","Content > Widgets"
" section page and push <b>Add Widget</b> button. Select <b>NWDthemes Slider Revolution</b> widget type, choose design package/theme and click <b>Continue</b>. Fill <b>Frontend Properties</b> form giving widget instance name, assign store views and sort order. Click <b>Add Layout Update</b> button and select pages and block you want to display widget on. Switch to <b>Widget Options</b> tab and select slider for this widget instance. Click <b>Save</b> to update widget options."," section page and push <b>Add Widget</b> button. Select <b>NWDthemes Slider Revolution</b> widget type, choose design package/theme and click <b>Continue</b>. Fill <b>Frontend Properties</b> form giving widget instance name, assign store views and sort order. Click <b>Add Layout Update</b> button and select pages and block you want to display widget on. Switch to <b>Widget Options</b> tab and select slider for this widget instance. Click <b>Save</b> to update widget options."
"Advanced Embeding","Advanced Embeding"
"From the","From the"
"XML layout","XML layout"
use,use
code,code
"Plugin Activation","Plugin Activation"
"Not Activated","Not Activated"
"Temporarily Activated","Temporarily Activated"
"Plugin Activated","Plugin Activated"
"Extension Updates","Extension Updates"
"Fresh versions to download for you","Fresh versions to download for you"
"Product Support","Product Support"
"Direct help from our qualified support team","Direct help from our qualified support team"
"Free Premium Sliders","Free Premium Sliders"
"Exclusive new slider exports for our direct customers","Exclusive new slider exports for our direct customers"
"Deregister Domain","Deregister Domain"
"Purchase Code","Purchase Code"
"You can learn how to find your purchase key <a target='_blank' href='http://www.themepunch.com/faq/where-to-find-the-purchase-code/'>here</a>","You can learn how to find your purchase key <a target='_blank' href='http://www.themepunch.com/faq/where-to-find-the-purchase-code/'>here</a>"
"In order to register your purchase code on another domain, deregister <br>it first by clicking the button below.","In order to register your purchase code on another domain, deregister <br>it first by clicking the button below."
"Reminder ! One registration per Website. If registered elsewhere please deactivate that registration first.","Reminder ! One registration per Website. If registered elsewhere please deactivate that registration first."
"Register the code","Register the code"
"Deregister the code","Deregister the code"
"Complete Activation","Complete Activation"
"What does 'Temporary Activated' mean?","What does 'Temporary Activated' mean?"
"The Envato API was unavailable at the activation process:","The Envato API was unavailable at the activation process:"
"The Slider is temporary activated until the Envato API can be reached again by the ThemePunch servers.","The Slider is temporary activated until the Envato API can be reached again by the ThemePunch servers."
"The plugin will be fully activated as soon as the Envato API is available again.","The plugin will be fully activated as soon as the Envato API is available again."
Why?,Why?
"System Requirements","System Requirements"
"Problem Found","Problem Found"
"No Problems","No Problems"
"Uploads folder writable","Uploads folder writable"
"Error with File Permissions","Error with File Permissions"
"Please set write permission (755) to your wp-content/uploads folders to make sure the Slider can save all updates and imports in the future.","Please set write permission (755) to your wp-content/uploads folders to make sure the Slider can save all updates and imports in the future."
"Memory Limit","Memory Limit"
Currently:,Currently:
(min:256M),(min:256M)
"Upload Max. Filesize","Upload Max. Filesize"
(min:32M),(min:32M)
"Max. Post Size","Max. Post Size"
"Contact ThemePunch Server","Contact ThemePunch Server"
"Check Now","Check Now"
"Error with contacting the ThemePunch Server","Error with contacting the ThemePunch Server"
"Please make sure that your server can connect to updates.themepunch.tools and templates.themepunch.tools programmatically.","Please make sure that your server can connect to updates.themepunch.tools and templates.themepunch.tools programmatically."
"Start Downloading Templates","Start Downloading Templates"
"Online Slider Library","Online Slider Library"
"Full examples for instant usage","Full examples for instant usage"
"Get Free Premium Sliders","Get Free Premium Sliders"
"Activate your plugin and profit","Activate your plugin and profit"
"How to Unlock Premium Features?","How to Unlock Premium Features?"
"If you have purchased Slider Revolution from ThemePunch directly you can find your activation code here:","If you have purchased Slider Revolution from ThemePunch directly you can find your activation code here:"
"Where is my Purchase Code?","Where is my Purchase Code?"
"Dont have a license yet? Purchase a license on CodeCanyon","Dont have a license yet? Purchase a license on CodeCanyon"
"Buy Now from $19","Buy Now from $19"
"Unlock Now","Unlock Now"
"Open Template Store","Open Template Store"
"Open Template Library","Open Template Library"
"Update History","Update History"
"Import Slider","Import Slider"
"Choose the import file","Choose the import file"
"Note: styles templates will be updated if they exist!","Note: styles templates will be updated if they exist!"
"Custom Animations:","Custom Animations:"
Overwrite,Overwrite
Append,Append
"Custom Navigations:","Custom Navigations:"
"Create Blank Page:","Create Blank Page:"
Yes,Yes
No,No
"Importing slider...","Importing slider..."
Duplicate,Duplicate
Prefix:,Prefix:
"Do It!","Do It!"
"Copy / move slide","Copy / move slide"
"Choose Slider","Choose Slider"
"Choose Operation","Choose Operation"
Copy,Copy
Move,Move
"Add Video Layer","Add Video Layer"
Source,Source
Sizing,Sizing
Settings,Settings
"Poster/Mobile Visibility","Poster/Mobile Visibility"
Arguments,Arguments
"Choose video type","Choose video type"
HTML5,HTML5
"From Stream","From Stream"
"Vimeo ID or URL","Vimeo ID or URL"
"example: 30300114","example: 30300114"
"YouTube ID or URL","YouTube ID or URL"
example,example
"Poster Image Url","Poster Image Url"
"Choose from Library","Choose from Library"
"Video MP4 Url","Video MP4 Url"
"Video WEBM Url","Video WEBM Url"
"Video OGV Url","Video OGV Url"
"Audio Url","Audio Url"
"Full Screen:","Full Screen:"
"Force Cover:","Force Cover:"
"Dotted Overlay:","Dotted Overlay:"
none,none
"2 x 2 Black","2 x 2 Black"
"2 x 2 White","2 x 2 White"
"3 x 3 Black","3 x 3 Black"
"3 x 3 White","3 x 3 White"
"Aspect Ratio:","Aspect Ratio:"
"Leave Full Screen on Pause/End:","Leave Full Screen on Pause/End:"
Loop:,Loop:
Disable,Disable
"Loop, Slide is paused","Loop, Slide is paused"
"Loop, Slide does not stop","Loop, Slide does not stop"
"Loop Segment","Loop Segment"
Autoplay:,Autoplay:
Off,Off
On,On
"On 1st Time","On 1st Time"
"Not on 1st Time","Not on 1st Time"
"Stop Other Media:","Stop Other Media:"
"Allow FullScreen:","Allow FullScreen:"
"Next Slide On End:","Next Slide On End:"
"Rewind at Slide Start:","Rewind at Slide Start:"
"Hide Controls:","Hide Controls:"
"Layer Action may needed to start/stop Video","Layer Action may needed to start/stop Video"
Mute:,Mute:
"Volume (0 - 100):","Volume (0 - 100):"
"Start at:","Start at:"
"Segment Start:","Segment Start:"
"i.e.: 0:17","i.e.: 0:17"
"End at:","End at:"
"Segment End:","Segment End:"
"i.e.: 2:41","i.e.: 2:41"
"Show Cover at Pause:","Show Cover at Pause:"
"Invisible on Frontend:","Invisible on Frontend:"
"Video Speed:","Video Speed:"
"Play Video Inline:","Play Video Inline:"
"Audio Preload:","Audio Preload:"
Metadata,Metadata
Progress,Progress
"Can Play","Can Play"
"Can Play Through","Can Play Through"
"Ignore Preload after ","Ignore Preload after "
" seconds"," seconds"
"Video Preload:","Video Preload:"
Auto,Auto
"Large Controls:","Large Controls:"
"Poster Image","Poster Image"
"Image Library","Image Library"
"Video Thumbnail","Video Thumbnail"
"Disable Video and Show<br>only Poster on Mobile:","Disable Video and Show<br>only Poster on Mobile:"
"No Poster on Mobile:","No Poster on Mobile:"
"Show Video and Show Poster","Show Video and Show Poster"
"Show Video and Hide Poster","Show Video and Hide Poster"
"Hide Video and Show Poster","Hide Video and Show Poster"
"Hide Video and Hide Poster","Hide Video and Hide Poster"
Arguments:,Arguments:
"Add This Video","Add This Video"
"Update Video","Update Video"
"Add This Audio","Add This Audio"
"Update Audio","Update Audio"
"Layout like 1/2 + 1/4 + 1/4","Layout like 1/2 + 1/4 + 1/4"
"Add Layer","Add Layer"
"Add Text/Html Layer","Add Text/Html Layer"
"Add Image Layer","Add Image Layer"
"Add Audio Layer","Add Audio Layer"
"Add Button Layer","Add Button Layer"
"Add Shape Layer","Add Shape Layer"
"Select Layer","Select Layer"
"Delete Layer","Delete Layer"
"Duplicate Layer","Duplicate Layer"
"Show Layers","Show Layers"
"Show All Layers","Show All Layers"
"Show Only Current Layer","Show Only Current Layer"
"Hide Layer","Hide Layer"
"Lock Layer","Lock Layer"
Style,Style
"Copy Style","Copy Style"
"Paste Style","Paste Style"
"Inherit Style from","Inherit Style from"
"Advanced Layer CSS","Advanced Layer CSS"
"Line Break","Line Break"
"Display Mode","Display Mode"
"Keep Aspect Ratio","Keep Aspect Ratio"
"Reset Size","Reset Size"
"Layer Responsiveness","Layer Responsiveness"
Alignment,Alignment
"Auto Responsive","Auto Responsive"
"Children Responsive","Children Responsive"
"Responsive Offset","Responsive Offset"
Visibility,Visibility
Desktop,Desktop
Notebook,Notebook
Tablet,Tablet
Mobile,Mobile
"Main Background","Main Background"
"General Settings","General Settings"
"Slide Animation","Slide Animation"
"Link & Seo","Link & Seo"
"Slide Info","Slide Info"
"Nav. Overwrite","Nav. Overwrite"
AddOns,AddOns
"Source Settings","Source Settings"
Filters,Filters
"Parallax / 3D","Parallax / 3D"
"Ken Burns","Ken Burns"
"Product Image","Product Image"
"Stream Image","Stream Image"
"Stream Video","Stream Video"
"Use Cover","Use Cover"
"Stream Video + Image","Stream Video + Image"
"Main / Background Image","Main / Background Image"
"Media Library","Media Library"
"Object Library","Object Library"
"External URL","External URL"
"Get External","Get External"
Transparent,Transparent
Colored,Colored
"YouTube Video","YouTube Video"
ID:,ID:
"example: T8--OggjJKQ","example: T8--OggjJKQ"
"Cover Image:","Cover Image:"
"YouTube Video Poster","YouTube Video Poster"
"Vimeo Video","Vimeo Video"
"HTML5 Video","HTML5 Video"
MPEG:,MPEG:
"Change Video","Change Video"
WEBM:,WEBM:
OGV:,OGV:
"Source Info:","Source Info:"
"Read Only ! Image can be changed from ""Source Tab""","Read Only ! Image can be changed from ""Source Tab"""
"Image Source Size:","Image Source Size:"
Alt:,Alt:
"From Media Library","From Media Library"
"From Filename","From Filename"
Width:,Width:
Height:,Height:
"Start At:","Start At:"
"For Example: 00:17","For Example: 00:17"
"End At:","End At:"
"For Example: 02:17","For Example: 02:17"
"Loop Video:","Loop Video:"
"Mute Video:","Mute Video:"
"Video Volume:","Video Volume:"
"Arguments YouTube:","Arguments YouTube:"
"Arguments Vimeo:","Arguments Vimeo:"
"Background Fit:","Background Fit:"
"Background Position:","Background Position:"
"Background Repeat:","Background Repeat:"
"Parallax Feature in Slider Settings is deactivated, parallax will be ignored.","Parallax Feature in Slider Settings is deactivated, parallax will be ignored."
"Parallax Level:","Parallax Level:"
"No Parallax","No Parallax"
"Selected 3D Depth:","Selected 3D Depth:"
"3D Parallax is Enabled via Slider Settings !","3D Parallax is Enabled via Slider Settings !"
"Background 3D is Disabled","Background 3D is Disabled"
"To Enable 3D Parallax for Background please change the Option ""BG 3D Disabled"" to ""OFF"" via the Slider Settings !","To Enable 3D Parallax for Background please change the Option ""BG 3D Disabled"" to ""OFF"" via the Slider Settings !"
"No Filter","No Filter"
"Ken Burns / Pan Zoom:","Ken Burns / Pan Zoom:"
PLAY,PLAY
"Scale: (in %):","Scale: (in %):"
From,From
To,To
"Horizontal Offsets (+/-):","Horizontal Offsets (+/-):"
"Use Negative and Positive Values to offset from the Center !","Use Negative and Positive Values to offset from the Center !"
"Vertical Offsets:","Vertical Offsets:"
Rotation:,Rotation:
"Blur Filter:","Blur Filter:"
Easing:,Easing:
"Duration (in ms):","Duration (in ms):"
"The title of the slide, will be shown in the slides list.","The title of the slide, will be shown in the slides list."
"Slide ""Delay"":","Slide ""Delay"":"
"A new delay value for the Slide. If no delay defined per slide, the delay defined via Options (9000ms) will be used.","A new delay value for the Slide. If no delay defined per slide, the delay defined via Options (9000ms) will be used."
"Pause Slider:","Pause Slider:"
"Stop Slider Progress","Stop Slider Progress"
"Stop Slider Progress on this slider or use Slider Settings Defaults","Stop Slider Progress on this slider or use Slider Settings Defaults"
"Slide in Navigation (invisible):","Slide in Navigation (invisible):"
"Show Always","Show Always"
"Only Via Actions","Only Via Actions"
"Show Slide always or only on Action calls. Invisible slides are not available due Navigation Elements.","Show Slide always or only on Action calls. Invisible slides are not available due Navigation Elements."
"Slide State:","Slide State:"
Published,Published
Unpublished,Unpublished
"The state of the slide. The unpublished slide will be excluded from the slider.","The state of the slide. The unpublished slide will be excluded from the slider."
"Store View:","Store View:"
"Slide will be visible on selected Store Views.","Slide will be visible on selected Store Views."
"Hide Slide After Loop:","Hide Slide After Loop:"
"After how many Loops should the Slide be hidden ? 0 = Slide is never hidden.","After how many Loops should the Slide be hidden ? 0 = Slide is never hidden."
"Hide Slide On Mobile:","Hide Slide On Mobile:"
"Show/Hide this Slide if Slider loaded on Mobile Device.","Show/Hide this Slide if Slider loaded on Mobile Device."
"Visible from:","Visible from:"
"If set, slide will be visible after the date is reached.","If set, slide will be visible after the date is reached."
"Visible until:","Visible until:"
"If set, slide will be visible till the date is reached.","If set, slide will be visible till the date is reached."
"Save Performance:","Save Performance:"
"Slide End Transition will first start when last Layer has been removed.","Slide End Transition will first start when last Layer has been removed."
"Static Layers Overflow:","Static Layers Overflow:"
Visible,Visible
Hidden,Hidden
"Set the Overflow of Static Layers to Visible or Hidden.","Set the Overflow of Static Layers to Visible or Hidden."
"Static Layers Position:","Static Layers Position:"
Front,Front
Back,Back
"Choose if Static Layers should appear above or behind Slide content (<a href='https://www.themepunch.com/revslider-doc/main-background/?tab=transparentcolor' target='_blank'>transparent bg's required</a>)","Choose if Static Layers should appear above or behind Slide content (<a href='https://www.themepunch.com/revslider-doc/main-background/?tab=transparentcolor' target='_blank'>transparent bg's required</a>)"
Thumbnail:,Thumbnail:
"Slide Thumbnail. If not set - it will be taken from the slide image.","Slide Thumbnail. If not set - it will be taken from the slide image."
"Thumbnail Dimensions:","Thumbnail Dimensions:"
"From Slider Settings","From Slider Settings"
"Width and height of thumbnails can be changed in the Slider Settings -> Navigation -> Thumbs tab.","Width and height of thumbnails can be changed in the Slider Settings -> Navigation -> Thumbs tab."
"Thumbnail Admin Purpose:","Thumbnail Admin Purpose:"
"Use the Thumbnail also for Admin purposes. This will use the selected Thumbnail to represent the Slide in all Slider Admin area.","Use the Thumbnail also for Admin purposes. This will use the selected Thumbnail to represent the Slide in all Slider Admin area."
"Used Transitions (Order in Loops)","Used Transitions (Order in Loops)"
"Slot / Box Amount:","Slot / Box Amount:"
"# of slots/boxes the slide is divided into or divided by.","# of slots/boxes the slide is divided into or divided by."
"Slot Rotation:","Slot Rotation:"
"Start Rotation of Transition (deg).","Start Rotation of Transition (deg)."
"Animation Duration:","Animation Duration:"
"The duration of the transition.","The duration of the transition."
"Easing In:","Easing In:"
"The easing of Appearing transition.","The easing of Appearing transition."
"Easing Out:","Easing Out:"
"The easing of Disappearing transition.","The easing of Disappearing transition."
"The Custom Settings are always depending on the current selected Navigation Elements in Slider Settings, and will only be active on the current Slide.","The Custom Settings are always depending on the current selected Navigation Elements in Slider Settings, and will only be active on the current Slide."
"Select Add-on","Select Add-on"
Parameter,Parameter
"Max. Chars","Max. Chars"
"Description of Slider:","Description of Slider:"
"Define a description here to show at the navigation if enabled in Slider Settings","Define a description here to show at the navigation if enabled in Slider Settings"
Class:,Class:
"Adds a unique class to the li of the Slide like class=""rev_special_class"" (add only the classnames, seperated by space)","Adds a unique class to the li of the Slide like class=""rev_special_class"" (add only the classnames, seperated by space)"
"Adds a unique ID to the li of the Slide like id=""rev_special_id"" (add only the id)","Adds a unique ID to the li of the Slide like id=""rev_special_id"" (add only the id)"
"Custom Fields:","Custom Fields:"
"Add as many attributes as you wish here. (i.e.: data-layer=""firstlayer"" data-custom=""somevalue"").","Add as many attributes as you wish here. (i.e.: data-layer=""firstlayer"" data-custom=""somevalue"")."
"Enable Link:","Enable Link:"
Enable,Enable
"Link the Full Slide to an URL or Action.","Link the Full Slide to an URL or Action."
"Link Type:","Link Type:"
Regular,Regular
"To Slide","To Slide"
"Regular - Link to URL,  To Slide - Call a Slide Action","Regular - Link to URL,  To Slide - Call a Slide Action"
"Slide Link:","Slide Link:"
"A link on the whole slide pic (use {{link}} or {{meta:somemegatag}} in template sliders to link to a post or some other meta)","A link on the whole slide pic (use {{link}} or {{meta:somemegatag}} in template sliders to link to a post or some other meta)"
"Link Target:","Link Target:"
"Same Window","Same Window"
"New Window","New Window"
"The target of the slide link.","The target of the slide link."
"-- Not Chosen --","-- Not Chosen --"
"-- Next Slide --","-- Next Slide --"
"-- Previous Slide --","-- Previous Slide --"
"-- Scroll Below Slider --","-- Scroll Below Slider --"
"Link To Slide:","Link To Slide:"
"Call Slide Action","Call Slide Action"
"Link Sensibility:","Link Sensibility:"
"The z-index position of the link related to layers","The z-index position of the link related to layers"
"Static / Global Layers","Static / Global Layers"
"Show Layers from Slide:","Show Layers from Slide:"
"Add to Templates","Add to Templates"
Delete,Delete
"Add Blank Slide","Add Blank Slide"
"Add from Template","Add from Template"
"Slide name should not be empty","Slide name should not be empty"
"Advanced Style on/off","Advanced Style on/off"
Animation,Animation
"Play/Pause Single Layer Animation","Play/Pause Single Layer Animation"
Loop,Loop
"Play/Pause Layer Loop Animation","Play/Pause Layer Loop Animation"
Behavior,Behavior
Attributes,Attributes
"Static Layers","Static Layers"
Add-ons,Add-ons
"Slider Custom CSS/JS Editor","Slider Custom CSS/JS Editor"
"Edit Depricated Global Styles","Edit Depricated Global Styles"
"Slider CSS:","Slider CSS:"
"Slider JavaScript:","Slider JavaScript:"
"Global Style Editor (Depricated)","Global Style Editor (Depricated)"
"Save Static Styles","Save Static Styles"
"Overwrite current static styles?","Overwrite current static styles?"
"Caption Style","Caption Style"
"Style Template","Style Template"
"More Style Settings","More Style Settings"
"Reset Style Template","Reset Style Template"
"Style Options","Style Options"
Save,Save
Rename,Rename
Reset,Reset
"Font Size (px)","Font Size (px)"
"Font Size","Font Size"
"Line Height (px)","Line Height (px)"
"Line Height","Line Height"
"Font Color","Font Color"
"White Space","White Space"
Normal,Normal
Pre,Pre
No-wrap,No-wrap
Pre-Wrap,Pre-Wrap
Pre-Line,Pre-Line
"Layer Align Left","Layer Align Left"
"Layer Align Center","Layer Align Center"
"Layer Align Right","Layer Align Right"
"Horizontal Offset from Aligned Position (px)","Horizontal Offset from Aligned Position (px)"
"Vertical Offset from Aligned Position (px)","Vertical Offset from Aligned Position (px)"
Block,Block
Inline-Block,Inline-Block
Flex,Flex
Table,Table
Table-Cell,Table-Cell
"Auto Linebreak (on/off - White Space:normal / nowrap).  ","Auto Linebreak (on/off - White Space:normal / nowrap).  "
"Display Mode Block / Inline-Block).  ","Display Mode Block / Inline-Block).  "
"Font Weight","Font Weight"
"Letter Spacing (px)","Letter Spacing (px)"
"Letter Spacing","Letter Spacing"
"HTML Tag for Layer","HTML Tag for Layer"
"HTML Tag","HTML Tag"
"Layer Align Top","Layer Align Top"
"Layer Align Middle","Layer Align Middle"
"Layer Align Bottom","Layer Align Bottom"
"Layer Width (px/%). Use 'auto' to respect White Space","Layer Width (px/%). Use 'auto' to respect White Space"
"Layer Height (px). Use 'auto' to respect White Space","Layer Height (px). Use 'auto' to respect White Space"
"Layer Height (px) Use 'auto' to respect White Space","Layer Height (px) Use 'auto' to respect White Space"
"Video Width (px/%). Use 'auto' to respect White Space","Video Width (px/%). Use 'auto' to respect White Space"
"Video Height (px). Use 'auto' to respect White Space","Video Height (px). Use 'auto' to respect White Space"
"Min Width of Element. Use 'auto' to respect White Space","Min Width of Element. Use 'auto' to respect White Space"
"Min Width","Min Width"
"Min Height (px).","Min Height (px)."
"Min. Height (px)","Min. Height (px)"
"Keep Aspect Ratio (on/off)","Keep Aspect Ratio (on/off)"
"Cover Mode","Cover Mode"
"Full Width","Full Width"
"Full Height","Full Height"
Stretch,Stretch
Cover,Cover
Font,Font
Background,Background
Spaces,Spaces
Transform,Transform
Rotation,Rotation
Perspective,Perspective
Corners,Corners
Hover,Hover
Toggle,Toggle
Grayscale,Grayscale
Brightness,Brightness
brightness,brightness
"Blend Mode (Not available for IE)","Blend Mode (Not available for IE)"
normal,normal
multiply,multiply
screen,screen
overlay,overlay
darken,darken
lighten,lighten
color-dodge,color-dodge
color-burn,color-burn
hard-light,hard-light
soft-light,soft-light
difference,difference
exclusion,exclusion
hue,hue
saturation,saturation
color,color
luminosity,luminosity
"Blur Radius","Blur Radius"
"Shadow Color","Shadow Color"
"Shadow Opacity","Shadow Opacity"
"Italic Font","Italic Font"
"Italic Font On/Off","Italic Font On/Off"
"Font Decoration","Font Decoration"
underline,underline
overline,overline
line-through,line-through
"Text Transform","Text Transform"
None,None
Lowercase,Lowercase
Uppercase,Uppercase
Capitalize,Capitalize
"Layer is Selectable","Layer is Selectable"
"Layer is Selectable / Markable on Frontend","Layer is Selectable / Markable on Frontend"
"Background Color","Background Color"
"Background Image","Background Image"
"Background Position","Background Position"
"Left Top","Left Top"
"Center Top","Center Top"
"Right Top","Right Top"
"Left Center","Left Center"
"Center Center","Center Center"
"Right Center","Right Center"
"Left Bottom","Left Bottom"
"Center Bottom","Center Bottom"
"Right Bottom","Right Bottom"
"Background Size","Background Size"
Contain,Contain
"Background Repeat","Background Repeat"
Padding,Padding
"Padding Top","Padding Top"
"Padding Right","Padding Right"
"Padding Bottom","Padding Bottom"
"Padding Left","Padding Left"
Margin,Margin
"Margin Top","Margin Top"
"Margin Right","Margin Right"
"Margin Bottom","Margin Bottom"
"Margin Left","Margin Left"
"Text Align","Text Align"
Inherit,Inherit
Center,Center
"Columns Break at","Columns Break at"
notebook,notebook
tablet,tablet
mobile,mobile
Overflow,Overflow
"Border Color","Border Color"
"Border Style","Border Style"
dotted,dotted
dashed,dashed
solid,solid
double,double
"Border Width","Border Width"
"Border Width Top","Border Width Top"
"Border Width Right","Border Width Right"
"Border Width Bottom","Border Width Bottom"
"Border Width Left","Border Width Left"
"Border Radius (px)","Border Radius (px)"
"Border Radius Top Left","Border Radius Top Left"
"Border Radius Top Right","Border Radius Top Right"
"Border Radius Bottom Right","Border Radius Bottom Right"
"Border Radius Bottom Left","Border Radius Bottom Left"
"Rotation on X axis (+/-)","Rotation on X axis (+/-)"
"Rotation on Y axis (+/-)","Rotation on Y axis (+/-)"
"Rotation on Z axis (+/-)","Rotation on Z axis (+/-)"
"Horizontal Origin","Horizontal Origin"
"Vertical Origin","Vertical Origin"
"Opacity. (1 = 100% Visible / 0.5 = 50% opacaity / 0 = transparent)","Opacity. (1 = 100% Visible / 0.5 = 50% opacaity / 0 = transparent)"
"Opacity (1 = 100% Visible / 0.5 = 50% opacaity / 0 = transparent)","Opacity (1 = 100% Visible / 0.5 = 50% opacaity / 0 = transparent)"
"X Scale  1 = 100%, 0.5=50%... (+/-)","X Scale  1 = 100%, 0.5=50%... (+/-)"
"Y Scale  1 = 100%, 0.5=50%... (+/-)","Y Scale  1 = 100%, 0.5=50%... (+/-)"
"X Skew (+/-  px)","X Skew (+/-  px)"
"Y Skew (+/-  px)","Y Skew (+/-  px)"
Template,Template
Layer,Layer
"Layer Hover","Layer Hover"
"Hover Animation Speed (in ms)","Hover Animation Speed (in ms)"
"Hover Animation Easing","Hover Animation Easing"
"Mouse Cursor","Mouse Cursor"
auto,auto
default,default
crosshair,crosshair
pointer,pointer
move,move
text,text
wait,wait
help,help
zoom-in,zoom-in
zoom-out,zoom-out
Z-Index,Z-Index
"Hover Z-Index (Enter z-index level or enter auto for default value)","Hover Z-Index (Enter z-index level or enter auto for default value)"
"Pointer Events","Pointer Events"
"Force Animation","Force Animation"
"Layer Toggle Mode","Layer Toggle Mode"
"Use Hover Style when Toggle is Active","Use Hover Style when Toggle is Active"
"Invers Toggle Content","Invers Toggle Content"
"Animation Perspective (default 600)","Animation Perspective (default 600)"
"Z Offset (+/-  px)","Z Offset (+/-  px)"
"Sharp Left","Sharp Left"
"No Corner","No Corner"
Sharp,Sharp
"Sharp Reversed","Sharp Reversed"
"Sharp Right","Sharp Right"
"SVG Stroke Color","SVG Stroke Color"
"SVG Stroke Width","SVG Stroke Width"
